NewtonCholesky with backtrack line search.

CUTEst problem................: PENALTY2
Number of variables...........: 200
Maximum problem iterations....: 1000
Maximum subproblem iterations.: 200
Maximum line search iterations: 1000
Time limit....................: 10 min

Total iterations........................: 1000
Subproblem iterations...................: 20600000
Line search iterations..................: 0
Number of objective function evaluations: 1000
Number of gradient evaluations..........: 1000
Number of hessian evaluations...........: 1000
Total time in seconds...................: 5.521670
Subproblem time in seconds..............: 4.123186
Line search time in seconds.............: 0.070700
How many times subproblem failed........: 0
How many times line search failed.......: 0

___________________________________________________________________________
iter    f(x*)            ‖∇f(x*)‖         alpha            ‖d‖            
198     4.711628e+13     1.518740e+06     1.000000e+00     1.870355e-02   
199     4.711628e+13     1.518666e+06     1.000000e+00     4.811179e-01   
200     4.711628e+13     1.466956e+06     1.000000e+00     1.888021e-02   
201     4.711628e+13     1.466882e+06     1.000000e+00     4.809378e-01   
202     4.711628e+13     1.416444e+06     1.000000e+00     1.906024e-02   
203     4.711628e+13     1.416370e+06     1.000000e+00     4.807541e-01   
204     4.711628e+13     1.367184e+06     1.000000e+00     1.924373e-02   
205     4.711628e+13     1.367112e+06     1.000000e+00     4.805670e-01   
206     4.711628e+13     1.319160e+06     1.000000e+00     1.943080e-02   
207     4.711628e+13     1.319087e+06     1.000000e+00     4.803761e-01   
208     4.711628e+13     1.272350e+06     1.000000e+00     1.962154e-02   
209     4.711628e+13     1.272278e+06     1.000000e+00     4.801814e-01   
210     4.711628e+13     1.226738e+06     1.000000e+00     1.981607e-02   
211     4.711628e+13     1.226666e+06     1.000000e+00     4.799828e-01   
212     4.711628e+13     1.182304e+06     1.000000e+00     2.001449e-02   
213     4.711628e+13     1.182233e+06     1.000000e+00     4.797802e-01   
214     4.711628e+13     1.139029e+06     1.000000e+00     2.021694e-02   
215     4.711628e+13     1.138959e+06     1.000000e+00     4.795734e-01   
216     4.711628e+13     1.096896e+06     1.000000e+00     2.042352e-02   
217     4.711628e+13     1.096826e+06     1.000000e+00     4.793623e-01   
218     4.711628e+13     1.055887e+06     1.000000e+00     2.063436e-02   
219     4.711628e+13     1.055817e+06     1.000000e+00     4.791468e-01   
220     4.711628e+13     1.015982e+06     1.000000e+00     2.084961e-02   
221     4.711628e+13     1.015913e+06     1.000000e+00     4.789268e-01   
222     4.711628e+13     9.771639e+05     1.000000e+00     2.106940e-02   
223     4.711628e+13     9.770952e+05     1.000000e+00     4.787020e-01   
224     4.711628e+13     9.394150e+05     1.000000e+00     2.129388e-02   
225     4.711628e+13     9.393467e+05     1.000000e+00     4.784723e-01   
226     4.711628e+13     9.027171e+05     1.000000e+00     2.152319e-02   
227     4.711628e+13     9.026493e+05     1.000000e+00     4.782377e-01   
